"cserial","status","religall","cathlc","protstnt","female","time1","t1q1","t1q2","t1q3","t1q4","t1q5","t1q6","t1q7a","t1q7b","t1q8","t1q9","t1q10a","t1q10a_1","t1q10b_1","t1q10c_1","t1q10d_1","t1q10e_1","t1q10f_1","t1q10g_1","t1q10h_1","t1q10i_1","t1q10b","t1q10a_2","t1q10b_2","t1q10c_2","t1q10d_2","t1q10e_2","t1q10f_2","t1q10g_2","t1q10h_2","t1q10i_2","t1q10c","t1q10a_3","t1q10b_3","t1q10c_3","t1q10d_3","t1q10e_3","t1q10f_3","t1q10g_3","t1q10h_3","t1q10i_3","t1q10d","t1q10a_4","t1q10b_4","t1q10c_4","t1q10d_4","t1q10e_4","t1q10f_4","t1q10g_4","t1q10h_4","t1q10i_4","t1q10e","t1q10a_5","t1q10b_5","t1q10c_5","t1q10d_5","t1q10e_5","t1q10f_5","t1q10g_5","t1q10h_5","t1q10i_5","t1q10f","t1q10a_6","t1q10b_6","t1q10c_6","t1q10d_6","t1q10e_6","t1q10f_6","t1q10g_6","t1q10h_6","t1q10i_6","t1q11a","t1q11b","t1q11c","t1q11d","t1q11e","t1q11f","t1q11g","t1q12a","t1q12b","t1q12c","t1q13a","t1q13b","t1q13c","t1q14a","t1q14b","t1q14c","t1q15a","t1q15b","t1q15c","t1q15d","t1q15e","t1q15f","t1q15g","t1q16a","t1q16b","t1q17a","t1q17b","t1q17c","t1q18a","t1q18b","t1q19a","t1q19b","t1q20a","t1q20b","t1q21","t1q21ans","t1q22","t1q22ans","t1q23","t1q23ans","t1q24","t1q24ans","t1q25","t1q25ans","t1q26","t1q26ans","t1q27","t1q27ans","t1q28","t1q29","t1q30","t1q31","t1q32","religion","t1q33","t1q34","t1qa","attend","time2","t2q1a","t2q1b","t2q1c","t2q1d","t2q1e","t2q1f","t2q1g","t2q2a","t2q2are","t2q2b","t2q2c","t2q3a","t2q3are","t2q3b","t2q3c","t2q4a","t2q4are","t2q4b","t2q4bre","t2q4c","t2q4cre","t2q5a","t2q5b","t2q5c","t2q5d","t2q5e","t2q5f","t2q5g","t2q6a","t2q6are","t2q6b","t2q6bre","t2q7a","t2q7are","t2q7b","t2q7c","t2q8a","t2q8are","t2q8b","t2q8bre","t2q9a","t2q9are","t2q9b","t2q9bre","t2q10a","t2q10are","t2q10b","t2q10bre","t2q11","t2q11ans","t2q12","t2q12ans","t2q13","t2q13ans","t2q14","t2q14ans","t2q15","t2q15ans","t2q16","t2q16ans","t2q17","t2q17ans","t2q18a1","t2q18a2","t2q18a3","t2q18a4","t2q18a5","t2q18anu","t2q18b1","t2q18b2","t2q18b3","t2q18b4","t2q18b5","t2q18bnu","t2q19a1","t2q19a2","t2q19a3","t2q19a4","t2q19a5","t2q19anu","t2q19b1","t2q19b2","t2q19b3","t2q19b4","t2q19b5","t2q19bnu","t2q20a1","t2q20a2","t2q20a3","t2q20a4","t2q20a5","t2q20anu","t2q20b1","t2q20b2","t2q20b3","t2q20b4","t2q20b5","t2q20bnu","t2q21a1","t2q21a2","t2q21a3","t2q21a4","t2q21a5","t2q21anu","t2q21b1","t2q21b2","t2q21b3","t2q21b4","t2q21b5","t2q21bnu","t2q22a","t2q22b","t2q22c","t2q23a","t2q23b","t2q23c","t2q24a","t2q24b","t2q24c","t2q24d","t2q24e","t2q24f","t2q25","t2q26","t2q27","t2supint","t2valint","t2prots","t2caths","time3","t3q1a","t3q1b","t3q1c","t3q1d","t3q1e","t3q1f","t3q1g","t3q2a","t3q2b","t3q2c","t3q3a","t3q3b","t3q3c","t3q4a","t3q4b","t3q4c","t3q5a","t3q5b","t3q5c","t3q5d","t3q5e","t3q5f","t3q5g","t3q6a","t3q6b","t3q7a","t3q7b","t3q7c","t3q8a","t3q8b","t3q9a","t3q9b","t3q10a","t3q10b","t3q11","t3q11ans","t3q12","t3q12ans","t3q13","t3q13ans","t3q14","t3q14ans","t3q15","t3q15ans","t3q16","t3q16ans","t3q17","t3q17ans","t3q18a1","t3q18a2","t3q18a3","t3q18a4","t3q18a5","t3q18anu","t3q18b1","t3q18b2","t3q18b3","t3q18b4","t3q18b5","t3q18bnu","t3q19a1","t3q19a2","t3q19a3","t3q19a4","t3q19a5","t3q19anu","t3q19b1","t3q19b2","t3q19b3","t3q19b4","t3q19b5","t3q19bnu","t3q20a1","t3q20a2","t3q20a3","t3q20a4","t3q20a5","t3q20anu","t3q20b1","t3q20b2","t3q20b3","t3q20b4","t3q20b5","t3q20bnu","t3q21a1","t3q21a2","t3q21a3","t3q21a4","t3q21a5","t3q21anu","t3q21b1","t3q21b2","t3q21b3","t3q21b4","t3q21b5","t3q21bnu","cgq36","cgq37","cgq31","cgq32","cgq33","cgq34","cgq35a","cgq35b","cgq35c","cgq38","cgq39","cgq40","cgreligi","cgq41","cgq42","cgq43","intdate","filter","part","pcgfilter","single","married","sdw","fulltime","partime","seekwork","retired","homemaker","other","student","fulltimep","partimep","seekworkp","retiredp","homemakerp","otherp","studentp","t1q11c_r","t1q12a_r","t1q12b_r","t1q12c_r","t1q13a_r","t1q13b_r","t1q13c_r","t1q14c_r","t1q15b_r","t1q15g_r","t1q17a_r","t1q17b_r","t1q17c_r","degree","btechigh","gce","btechnat","gcse","cse","noeduc","othered","acceptndecliners","whsample","declinernparts","gcse_btecnat","noshow","t1q25cor","cathprot","t1q22cor","t1q23cor","t1q24cor","t1q15are","t2q5are","t3q5are","test","t1q15dre","t2q5dre","t3q5dre","t1q11dre","t1q11ere","t1q11fre","t1q11gre","t2q1dre","t2q1ere","t2q1fre","t2q1gre","t3q1dre","t3q1ere","t3q1fre","t3q1gre","t3q10are","t1q20are","t1q15cre","t2q5cre","t3q5cre","t3q4bre","t1q14are","t1q14bre","t3q4are","t1q12are","t3q2are","t1q21cor","t1q26cor","t1q27cor","t1know","t2know","t3know","t1q16are","t1q16bre","t1q18are","t1q18bre","t1q19are","t1q19bre","t3q6are","t3q6bre","t3q8are","t3q8bre","t3q9are","t3q9bre","t1q17are","t1q13are","t3q3are","t3q7are","t2t1q5are","t2t1q5dre","t2t1q1dre","t2t1q1ere","t2t1q1fre","t2t1q1gre","t2t1q5cre","t2t1q4are","t2t1q4bre","t2t1q2are","t2t1q10are","t2t1q3are","t2t1q7are","t1q11are","t1q11bre","t1q11cre","t1q12bre","t1q12cre","t1q13bre","t1q13cre","t1q14cre","t1q15bre","t1q15ere","t1q15fre","t1q15gre","t1q17bre","t1q17cre","t1q20bre","q1dfilter","q1efilter","q1ffilter","q1gfilter","q10afilter","q5cfilter","q4afilter","q2afilter","q4bfilter","q6afilter","q6bfilter","q8afilter","q8bfilter","q9afilter","q9bfilter","q3afilter","q7afilter","t1q34r"
244057,1,2,0,1,0,1,1,33,1,2,1,7,1,17,5,1,1,1,9,1,1,1,3,2,,2,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,5,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,10,10,10,9,9,5,5,0,6,7,5,5,5,5,5,5,4,1,4,1,2,2,2,2,4,2,2,2,2,2,7,0,1,2,,2,4,3,1,1,2,4,4,3,3,4,8,3,9,0.899999976158142,6,4,4,0.600000023841858,6,7,4,0.75,4,0.75,4,0.75,0,6,10,0,0,10,6,5,0.5,5,0.5,0,1,6,7,5,0.5,5,0.5,4,0.400000005960464,3,0.300000011920929,1,0,2,0.25,4,0,4,1,1,1,2,0,3,1,1,1,1,0,,,,,,0,,,,,,0,,,,,,0,"So children can start off mixing together",,,,,1,,,,,,0,,,,,,0,,,,,,0,,,,,,0,3,4,4,10,9,10,5,4,3,4,5,5,1,4,2,0.75,0.449999988079071,0.466666668653488,0.433333337306976,3,5,3,8,8,8,4,7,10,8,8,0,7,7,5,5,5,5,3,8,7,2,8,5,5,5,0,6,6,5,5,5,5,5,5,2,0,4,1,3,0,2,0,2,0,2,0,2,0,"More mixing",,,,,1,,,,,,0,"The way they were brought up themselves",,,,,1,"Want to see the country changing","Let their children see how the other half were brought up",,,,2,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,2/20/2007,1,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,6,6,6,6,6,5,6,9,0,6,7,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0.600000023841858,0,0.5,1,1,0,0.699999988079071,0.600000023841858,0.600000023841858,0.600000023841858,0.600000023841858,0.300000011920929,0.400000005960464,0.800000011920929,0.300000011920929,0.800000011920929,0.800000011920929,0.400000005960464,0.699999988079071,1,1,1,1,0.800000011920929,1,1,1,1,0.600000023841858,1,1,0,0,0.28571429848671,0.571428596973419,0.142857149243355,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.399999976158142,1,1,-0.600000023841858,-1,-0.300000011920929,-0.200000017881393,0.199999988079071,-0.300000011920929,0,-0.25,-0.25,0.299999952316284,-1,0.200000047683716,0,0.5,0.5,0.600000023841858,0.600000023841858,0.600000023841858,0.399999976158142,0.399999976158142,0.100000001490116,0.600000023841858,1,0.899999976158142,0.899999976158142,0.399999976158142,0.300000011920929,0.100000001490116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
236093,1,2,0,1,1,1,1,32,2,2,1,1,1,15,5,1,1,2,13,1,1,2,,1,1,2,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,10,5,10,5,5,10,10,10,99,99,0,99,99,5,5,3,2,10,10,5,8,5,0,5,5,0,99,99,8,8,5,5,5,5,9,2,9,2,9,2,9,2,9,2,9,2,9,2,0,5,1,2,,2,2,3,3,1,2,10,8,8,10,5,10,10,10,1,,,0,1,,,5,1,5,1,5,1,5,5,10,8,8,2,0,10,1,10,1,0,1,,,9,0.899999976158142,9,0.899999976158142,10,1,10,1,5,1,5,1,9,0,2,0,2,0,4,1,9,0,1,1,3,0,"All children would have the same opportunities","Parents could then choose a school to suit where they live (geography). This would cut out competition between schools",,,,2,"Some parents might want their kids to attend a more academic school with specialist subjects",,,,,1,"To be able to learn more about and keep on their own faith","Some parents do not wish their children to mix with other religions because that is the way it has always been and they don't know how any different ways would work",,,,2,"A more mutual respect ofr eachother","Some families are of mixed religion and don't wish to label their child with either option",,,,2,"Mutual respect and understanding","To share the benefits of eachother's schools","To show them that we are all the same reguardless of your choosen religion","To keep our two religions separate and divided",,4,,,,,,0,"So that children don't have to be tested or choose what they want until they are 14","Kids wouldn't feel pressurized to do well in an adademic exam to decide their future education","This would p[ossibly create a larger school which would be harder to control",,,3,"Pupils are ready for change at a certain level","If they move, they have a chance for a new beginning",,,,2,2,1,4,10,5,8,5,4,1,5,5,5,5,5,2,1,1,0.966666638851166,0.966666638851166,3,10,5,10,10,3,10,10,10,,,0,,,5,5,5,5,10,1,10,5,10,0,10,10,0,,,5,5,5,5,1,1,9,0,4,1,1,1,4,1,2,0,1,1,3,0,"Choose school closest to them, fairer to all schools",,,,,1,"Brightest children to go to grammar schools",,,,,1,"To maintain identity","Mixing schools would be the end of separate identities","Loose customs & traditions","Religious education could not be taught",,4,"Learn to have respect and understanding of other religions, learn to get on together",,,,,1,"No point in putting them together to separate them",,,,,1,"Losing customs and identity",,,,,1,"No support",,,,,1,"young and teenagers shold be kept separated",,,,,1,,,,,,,,,,,,,,,,,2/15/2007,1,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,10,,,0,,,3,10,0,0,,,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.200000002980232,0.5,0.5,1,0.5,0.800000011920929,1,0.5,0.5,1,1,1,0.5,1,1,1,0.300000011920929,1,1,0,1,1,1,0.100000001490116,1,1,1,1,1,1,0,0,0,0,0.28571429848671,0.571428596973419,0.5,0.5,0.800000011920929,0.800000011920929,0.5,0.5,1,1,0.5,0.5,0.5,0.5,1,1,1,1,0.300000011920929,0.300000011920929,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5,1,,,,,0.5,1,0.800000011920929,0.5,0,,,0.100000001490116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
224107,1,2,0,1,1,1,1,37,2,2,1,2,1,19,3,2,1,1,15,1,1,2,,1,5,2,1,2,12,1,1,2,,1,5,2,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,5,10,9,9,9,8,8,10,5,5,0,0,0,4,3,5,5,8,10,8,8,8,5,9,9,0,0,0,5,5,8,8,5,5,5,2,3,2,2,2,9,2,1,2,2,2,2,2,10,10,1,2,,2,4,1,2,1,2,,,10,,,10,,10,1,9,9,0,1,0,0,4,0.75,5,1,5,1,5,10,10,5,8,10,9,8,0.800000011920929,8,0.800000011920929,0,1,1,1,5,0.5,5,0.5,5,0.5,5,0.5,4,0.75,5,1,3,1,4,1,2,0,4,1,4,0,1,1,9,0,"Better range of education for all pupils","Give pupils a better insight of their future",,,,2,,,,,,0,"Not enough religious attitude if schools were mixed",,,,,1,"Better understanding of different cultures",,,,,1,"The ability to work in an integrated environment","Better friendships and interests",,,,2,,,,,,0,,,,,,0,,,,,,0,4,4,4,10,10,-1,5,5,2,3,5,4,5,5,2,0.916666686534882,0.875,0.600000023841858,0.600000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,10,5,5,0,0,0,5,8,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.5,0.5,,1,0.800000011920929,0.5,,0.899999976158142,0.899999976158142,0.800000011920929,0.800000011920929,,,1,,,,,,,1,1,1,,,0.75,0.5,,1,,0,0,0,0,0.571428596973419,,0.899999976158142,0.899999976158142,0.5,0.5,0.800000011920929,0.800000011920929,,,,,,,1,1,,,0,-0.300000011920929,,,0.199999988079071,,0,0,0.5,0,-0.25,0,0,0.5,1,0.899999976158142,0.5,0.5,1,1,0.100000001490116,0.800000011920929,0.800000011920929,0.800000011920929,0.5,1,1,0.100000001490116,0,,,,,,,,,,,,,,,,,1
153008,1,2,0,1,0,1,1,44,1,2,1,7,1,24,1,3,1,2,13,1,1,2,,1,3,1,1,2,10,1,1,1,2,2,,1,1,2,6,1,1,1,2,2,,1,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,10,10,10,10,10,10,10,10,4,6,10,4,6,4,4,5,0,10,5,5,5,5,0,5,5,0,6,4,4,6,7,7,5,5,4,1,2,2,1,1,4,1,1,2,1,1,4,1,10,5,2,,2,2,6,3,1,1,2,8,8,7,10,8,8,9,10,1,7,7,0,1,2,2,5,1,4,0.75,5,1,0,8,8,2,6,10,10,8,0.800000011920929,8,0.800000011920929,0,1,6,4,6,0.600000023841858,8,0.800000011920929,8,0.800000011920929,8,0.800000011920929,5,1,5,1,3,1,4,1,1,1,4,1,1,0,1,1,4,1,"Social improvements","Youth developments/awareness","Fairness","Balance","Need for change",5,"Fear of falling standards","Fear of social mixing","Ignorance","Fear of change",,4,,,,,,0,,,,,,0,"Social development","Fairness","Stimulating","Ignorance again",,4,"Fear of change","Possible erosion of parental influence","Fear of bullying","Disruptive environment","Open minded",5,"New direction","Need for change","14' is the new '16'","Children of families staying together longer","Stage thinking",5,"Fear of change","Fear of bullying","Lack of confidence' in management","Ignorant",,4,2,2,2,10,9,10,5,4,1,4,5,4,5,5,2,0.916666686534882,1,0.733333349227905,0.800000011920929,3,9,9,7,10,10,8,8,10,4,6,0,6,4,4,2,5,0,10,5,6,8,5,4,5,5,0,6,4,5,5,5,5,5,5,3,1,4,1,1,1,4,1,1,0,1,1,4,1,"Balanced","Moral conscience","Equality","Fairness","Know it has to be right",5,"Bigoted","Small minded","Unwilling to change",,,3,"Fear of change","Bitterness","No religious education","Would have to teach religion at home",,4,"Progressive step","Forward thinking","Fed up with current system","Breaking the cycle",,4,"Progressive thinking","First step to better understanding","New beginnings",,,3,"People do not want change","Small minded",,,,2,"No support for this",,,,,1,"Fear for welfare of small children","Small children being exposed",,,,2,,,,,,,,,,,,,,,,,2/14/2007,1,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10,4,6,10,4,6,5,10,0,0,6,4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0.5,0.200000002980232,0.600000023841858,1,1,1,1,1,0.800000011920929,0.800000011920929,0.899999976158142,1,1,0.800000011920929,0.800000011920929,1,1,0.5,0.800000011920929,0.5,0.25,0.75,0.75,0.75,1,1,1,1,1,0.714285731315613,0.857142865657806,0.857142865657806,0.5,0.5,0.400000005960464,0.600000023841858,0.699999988079071,0.699999988079071,0.5,0.5,0.5,0.5,0.5,0.5,1,0,1,1,0,-0.300000011920929,0,-0.199999988079071,-0.199999988079071,-0.100000023841858,0.300000011920929,0.25,0,0,0,1,0,1,1,1,0.400000005960464,0.600000023841858,0.600000023841858,0.399999976158142,0.100000001490116,1,0.5,0.5,0,0.399999976158142,0.600000023841858,0.100000001490116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
112084,1,2,0,1,1,1,1,46,2,2,1,1,1,23,1,2,1,2,14,1,1,2,,1,3,2,1,2,12,1,1,2,,1,3,2,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,10,9,3,9,7,6,3,9,6,6,5,7,5,4,2,5,8,9,7,10,6,1,0,7,7,0,3,3,6,6,7,7,4,3,1,2,5,2,1,1,4,1,3,1,1,1,2,2,6,4,1,2,,2,2,1,1,1,2,10,5,7,10,8,10,2,8,0.800000011920929,8,8,0,1,7,7,4,0.75,4,0.75,5,1,2,10,8,5,5,9,1,7,0.699999988079071,7,0.699999988079071,1,0.899999976158142,3,3,7,0.699999988079071,7,0.699999988079071,7,0.699999988079071,7,0.699999988079071,5,1,4,0.75,3,1,4,1,1,1,4,1,3,1,1,1,2,0,"More opportunity for less able students",,,,,1,"Change by students - teaching to the 'middle' so neither high achievers or less able are fuly catered for",,,,,1,"Need to maintain own culture",,,,,1,"Help promote understanding",,,,,1,"Not fully integrated if not taught together",,,,,1,,,,,,0,"Some children do not 'peak' at 11 and should be supported longer before selection",,,,,1,,,,,,0,1,1,4,8,8,-1,4,2,3,4,4,5,5,5,1,0.833333313465118,0.899999976158142,0.699999988079071,0.699999988079071,3,7,7,4,8,6,10,4,9,7,7,0,5,4,4,5,5,6,8,2,5,5,8,8,9,9,0,2,2,8,8,9,9,5,5,9,0,4,1,1,1,4,1,3,1,1,1,1,0,"Great opportunity for children","No exclusion","No selection so children would not feel failed","Students feel more equal",,4,"Opposed to all ability teaching","The teacher bases on the middle student and the weaker ad smarter children suffer","Children need subjects which suit their ability",,,3,"Fear of the unknown","Maintain tradition or culture","Tied in with Church teaching",,,3,"Most natural way we live and work in a community","Ear;y mixing will lead to less problems in the future",,,,2,"You would have to integrate it to work",,,,,1,"To keep Catholics in one class and Protestants in another there is no point",,,,,1,"I think because some don't develop as fast as other it seems 11 is not appropriate",,,,,1,"People who don't have all the facts","People here are very much traditionalists","To long in an environment with young children but I think it will suit most",,,3,,,,,,,,,,,,,,,,,2/19/2007,1,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,9,6,6,5,7,5,5,9,0,0,3,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0.800000011920929,0.200000002980232,0.600000023841858,1,1,0.5,0.5,0.899999976158142,0.699999988079071,0.600000023841858,0.300000011920929,1,0.800000011920929,1,0.200000002980232,0.800000011920929,0.600000023841858,1,0.400000005960464,1,0.75,0.699999988079071,0.800000011920929,0.200000002980232,1,0.75,0.25,0.75,0.899999976158142,0.899999976158142,0,1,0,0.571428596973419,0.857142865657806,0.714285731315613,0.699999988079071,0.699999988079071,0.600000023841858,0.600000023841858,0.699999988079071,0.699999988079071,0.899999976158142,0.899999976158142,0.800000011920929,0.800000011920929,0.899999976158142,0.899999976158142,1,0.5,1,1,-0.600000023841858,-0.5,0.100000023841858,0.100000023841858,0.399999976158142,-0.100000008940697,0.100000023841858,0,0.5,-0.0999999642372131,0.25,0.5,-0.100000023841858,1,0.899999976158142,0.300000011920929,0.600000023841858,0.600000023841858,0.300000011920929,0.5,0.100000001490116,0.899999976158142,0.600000023841858,0.100000001490116,0,0.699999988079071,0.699999988079071,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
183121,1,2,0,1,1,1,1,41,2,2,2,1,1,26,5,2,1,1,15,1,1,2,,1,5,2,1,2,13,1,1,2,,1,5,2,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,10,7,10,3,5,0,1,4,3,3,3,3,3,2,2,3,6,5,1,10,4,2,2,-1,-1,3,3,3,3,3,5,5,3,2,5,2,3,2,1,1,2,2,3,1,1,1,2,2,8,6,1,2,,2,2,1,1,1,2,10,3,0,5,7,3,3,1,0.100000001490116,3,2,5,0.5,5,5,1,0,2,0.25,4,0.75,10,3,4,10,3,3,3,10,1,9,0.899999976158142,3,0.699999988079071,3,3,5,0.5,5,0.5,10,1,9,0.899999976158142,4,0.75,2,0.25,3,1,4,1,1,1,4,1,3,1,1,1,3,0,,,,,,0,"Need to keep grammar status schools","Grammar schools need to provide core subjects only","The all-ability schools i.e. 'comprehensive' didn't work in England and won't work here","Grammar status schools shouldn't be expected to facilitate vocational subjects",,4,"Strong Catholic upbringing and teaching","Interdenominational status for secondary schools",,,,2,"Helps with integration","Develops their understanding of different cultures",,,,2,"Share specialist subjects & resources",,,,,1,,,,,,0,"Children wouldn't be expected to make a choice about their future unti the age of 14",,,,,1,"Primary schools couldn't accommodate the numbers",,,,,1,3,1,3,10,10,-1,5,5,3,4,5,5,5,5,2,0.333333343267441,0.425000011920929,0.833333313465118,0.766666650772095,3,9,10,3,8,8,7,7,7,5,5,2,2,2,2,2,4,10,0,10,10,10,10,10,10,10,2,2,2,10,10,9,9,5,4,3,1,4,1,1,1,2,0,3,1,3,0,3,0,"A school is nearer to their home","They are getting the same chance as everyone else",,,,2,"Should keep grammar school for those children who are academic",,,,,1,"The areas they live in & having strong faith",,,,,1,"It's good for people to lean about other faiths",,,,,1,"It's the same and shared resources is good","Integration is good",,,,2,"Afraid of integration",,,,,1,"It gives the child more time to mature",,,,,1,"Schools not coping with numbers","Don't want to change",,,,2,,,,,,,,,,,,,,,,,2/19/2007,1,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10,4,3,3,3,3,3,3,5,2,3,3,3,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0.600000023841858,1,1,1,1,1,1,0.300000011920929,0.5,0,0.100000001490116,0.5,0.699999988079071,0.300000011920929,0.300000011920929,0.800000011920929,0.800000011920929,0.699999988079071,0.699999988079071,1,0.5,0.100000001490116,0.400000005960464,1,0.25,0.25,0.25,0.25,0.400000005960464,0.699999988079071,0,1,0,0.428571432828903,0.857142865657806,0.571428596973419,,,0.300000011920929,0.300000011920929,0.5,0.5,1,1,1,1,0.899999976158142,0.899999976158142,0.699999988079071,0.699999988079071,0.800000011920929,0.800000011920929,0.399999976158142,0,0.199999988079071,0.199999988079071,0.300000011920929,0.200000017881393,0.300000011920929,-0.25,0,-0.300000011920929,0.25,-0.199999988079071,0,1,0.699999988079071,1,0.300000011920929,0.300000011920929,0.699999988079071,0.699999988079071,0.5,0.5,0.400000005960464,0.200000002980232,0.200000002980232,0.699999988079071,0.699999988079071,0.25,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1
203128,1,2,0,1,1,1,1,46,2,2,7,1,1,21,1,3,1,1,13,1,1,3,,1,1,1,1,2,11,1,1,1,2,3,,2,1,1,7,1,1,1,2,3,,2,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,9,8,5,8,5,3,7,0,0,0,5,5,5,4,4,4,9,7,4,8,6,4,2,10,10,4,4,8,8,8,8,8,4,4,5,2,4,1,9,2,4,1,1,2,9,2,9,2,3,8,1,2,,2,2,3,1,1,2,8,6,8,9,9,8,8,5,0.5,3,3,0,1,0,0,2,0.25,3,0.5,4,0.75,2,8,8,1,7,9,0,10,1,10,1,2,0.800000011920929,4,6,9,0.899999976158142,9,0.899999976158142,10,1,10,1,4,0.75,4,0.75,3,1,4,1,1,1,4,1,1,0,1,1,1,0,"Every subject available to every pupil","Wider choice of subjects","No division of pupils so no one is made to feel a failure","Same exams",,4,"No grammar school education provided","Brighter children may not be given enough chances","Special needs may not be identified",,,3,"Religious education would be given priority","Mixing with people of own community",,,,2,"Better idea of how whole communities live","Better idea of views of other community",,,,2,"Better choice of subjects","Better understanding of whole community",,,,2,"Ingrained old views - not wanting two religions to mix at all","May not approve of child being taught by teacher of a different religion",,,,2,"No early selection procedure","Children at a better age to make own decisions",,,,2,"May not want change, and would want their child to attend grammar or secondary","Schools too large in terms of number of pupils",,,,2,2,1,3,10,6,10,5,5,1,4,5,5,5,5,2,0.5,0.625,0.966666638851166,0.966666638851166,3,7,5,8,8,8,9,9,5,3,7,0,3,3,3,4,5,6,7,5,8,7,4,4,10,10,3,3,3,9,9,10,10,5,5,4,0,4,1,1,1,4,1,3,1,1,1,9,0,,,,,,0,,,,,,0,"Tradition. Wary of change",,,,,1,"Beneficial to mix with other religions",,,,,1,,,,,,0,,,,,,0,"11 is too young to be making such a big change",,,,,1,"Tradition. Keep things the way they are",,,,,1,,,,,,,,,,,,,,,,,2/20/2007,1,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,5,5,5,4,7,2,4,4,8,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0.899999976158142,0.200000002980232,0.600000023841858,1,0.800000011920929,0.100000001490116,0.800000011920929,0.800000011920929,0.5,0.300000011920929,0.699999988079071,0.899999976158142,0.899999976158142,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.899999976158142,0.899999976158142,1,0.75,0.400000005960464,0.800000011920929,0.5,0.75,0.75,0.75,0.5,0,0.5,0,0,0,0.28571429848671,0.714285731315613,0.714285731315613,1,1,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,1,1,0.899999976158142,0.899999976158142,1,1,0.600000023841858,0.5,1,0.699999988079071,-0.699999988079071,-0.699999988079071,0.0999999642372131,0.399999976158142,0.5,0.100000023841858,0.400000005960464,-0.5,-0.25,0.5,0,0.5,0.199999988079071,0.899999976158142,0.800000011920929,0.5,0,0,0.5,0.5,0.75,0.699999988079071,0.600000023841858,0.400000005960464,0.200000002980232,0.600000023841858,0.199999988079071,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
